HUD frame time nsec:,16666000

Range Index,Elapsed Time, First Event,Last Event
0,28096,1,1
1,16448,3,3
2,12096,24,24
3,21632,81,81
4,736,93,93
5,736,105,105
6,704,117,117
7,704,128,128
8,736,143,143
9,736,154,154
10,53504,198,198
11,13952,255,255
12,704,267,267
13,736,279,279
14,704,291,291
15,704,302,302
16,704,317,317
17,704,328,328
18,13947584,335,335
